L:1
3,3,3,3,3,3,3,3,3,3,3,3,3
5,5,5,5,5,5,3,5,5,5,5,5,3
5,9;8,9;8,9,9,9,5,47,54;3,54;3,47,5,3
5,9,9;8,9;8,9;8,9,5,53;1,0,0,53,5,1
5,9;8,9;8,9;8,9;8,9,5,53;1,0,0,53,5,1
5,9,9;8,9;8,9;8,9;8,5,68;3,0,0,68;3,5,3
5,9,9;8,9;8,9;8,9,5,5,0,0,0,5,1
5,9;8,9;8,9;8,9;8,9,5,5,5,5,5,3,1
5,9,9;8,9;8,9;8,9,5,3,3,3,3,3,1
5,9,9;8,5,9;8,9;8,5,3,3,3,3,3,1
5,5,5,5,5,5,5,3,3,3,3,3,1
3,5,5,5,5,5,3,3,3,3,3,3,1
3,3,3,3,3,3,3,3,3,3,3,3,1
L:8
3,3,3,3,3,3,3,3,3,3,3,3,13
5,5,5,5,5,5,3,5,5,5,5,5,3
5,9;8,9,9,9,9,5,47,76;3,76;3,47,5,3
5,9;8,9,9;8,9;8,9,5,0,0,0,0,5,3
5,9,9;8,9;8,9;8,9,5,0,0,0,0,5,3
5,9,9;8,9;8,9;8,9,5,76;1,68;2,0,76;2,5,1
5,9,9;8,9;8,9;8,9,5,5,5,0,0,5,1
5,9,9;8,9;8,9;8,9,5,5,5,5,5,3,1
5,9;8,9;8,9;8,9;8,9,5,3,3,3,3,3,15
5,9;8,9;8,5,9;8,9;8,5,3,3,3,3,3,1
5,5,5,5,5,5,5,3,3,3,3,3,1
3,5,5,5,5,5,3,3,3,3,3,3,1
3,3,3,3,3,3,3,3,3,3,3,3,1
L:9
2,2,2,2,2,2,2,2,2,2,2,2,17;1
5,5,5,5,5,5,3,5,5,5,5,2,17;1
5,9,9,9,9,9,5,5,5,5,5,2,17;1
5,9,9,9,9,9,5,5,5,5,5,2,17;1
5,9,9,9,9,9,5,5,5,5,5,2,17;1
5,9,9,9,9,9,5,5,5,5,5,2,17;1
5,9,9,9,9,9,5,5,5,5,5,17;1,17;1
5,9,9,9,9,9,5,5,5,5,3,2,17;1
5,9,9,9,9,9,5,5,5,5,3,2,17;1
5,9,9,5,9,9,5,5,5,5,3,2,17;1
5,5,5,5,5,5,5,5,5,5,3,2,17;1
3,5,5,5,5,5,3,3,3,3,3,2,17;1
2,2,2,2,2,2,2,2,2,2,2,2,17;1
L:10
0,50;4,38,0,38,50;4,0,0,0,50;4,0,0,0
5,5,5,5,5,5,5,5,5,5,5,0,0
5,0,0,50;3,0,0,50;3,5,0,54;4,5,50;1,0
5,0,0,0,0,0,0,5,0,54;4,5,0,0
5,0,0,0,0,0,0,5,64;3,5,5,0,0
5,0,0,0,0,0,0,0,0,0,5,50;1,0
5,50;1,0,0,0,0,0,0,0,68;2,64;2,0,0
5,0,0,0,0,0,0,44;2,0,53,5,50;1,0
5,0,0,50;4,0,0,0,44;2,0,53,5,0,0
5,0,0,5,0,0,0,0,0,68;3,5,0,0
5,0,0,65;3,0,0,68;4,53;2,53;2,68;5,5,50;1,0
5,5,5,5,5,5,5,5,5,5,5,0,0
0,50;3,0,0,0,50;3,0,37,0,50;3,0,85,0
L:11
0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,20,20,20,5,5,5,5,0,0
20,0,0,0,0,0,0,5,0,0,5,0,0
20,0,0,0,0,0,0,5,50;1,0,5,0,0
20,0,0,0,0,0,50;2,5,64;10,5,5,68;5,0
20,0,0,0,0,0,0,68;3,0,50;3,20,0,0
20,0,0,0,0,0,0,0,0,0,64;8,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,50;2,5,0,0
20,0,0,5,0,0,0,0,0,0,5,0,0
20,0,0,65;3,0,0,0,50;4,0,0,5,0,0
20,20,20,20,20,20,20,5,5,5,5,0,0
0,0,0,0,0,0,0,0,0,0,0,5,0
L:12
0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,20,20,20,20,20,20,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,5,0,0,0,0,0,0,20,0,0
20,0,0,65;3,0,0,0,0,0,0,20,0,0
20,20,20,20,20,20,20,20,20,20,20,0,0
0,0,0,0,0,0,0,0,0,0,0,50;5,0
L:13
0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,20,20,20,20,20,20,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,5,0,0,0,0,0,0,20,0,0
20,0,0,5,0,0,0,0,0,0,20,0,0
20,0,0,5,0,0,0,0,0,0,20,0,0
20,0,0,65;3,0,0,0,0,0,0,20,0,0
20,20,20,20,20,20,20,20,20,20,20,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
L:14
0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,20,20,20,20,20,20,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,20,20,20,20,20,20,20,20,20,20,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
L:15
0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,20,20,20,20,20,20,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,20,20,20,20,20,20,20,20,20,20,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
L:16
0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,20,20,20,20,20,20,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,0,0,0,0,0,0,0,0,0,20,0,0
20,20,20,20,20,20,20,20,20,20,20,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
L:17
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,20,20,20,20,20,20,20,20,0,0,0
0,20,20,20,20,20,20,20,20,20,0,0,0
0,20,20,20,20,20,20,20,20,20,0,0,0
0,20,20,20,20,20,20,20,20,20,0,0,0
0,20,20,20,20,20,20,20,20,20,0,0,0
0,20,20,20,20,20,20,20,20,20,0,0,0
0,20,20,20,20,20,20,20,20,20,0,0,0
0,20,20,20,20,20,20,20,20,20,0,0,0
0,20,20,20,20,20,20,20,20,20,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
