L:1
L:13
0,0,0,0,35;15,35;15,0,0,0,0
0,0,35;14,35,35,35,35,35,35,0
0,0,35;14,35;14,35;14,35;14,35;14,35;14,35;14,0
L:14
0,0,0,0,20,20,0,0,0,0
0,35;14,35;14,35,35,35,35,35,35,0
0,35;14,35;14,35;14,35;14,35;14,35;14,35;14,35;14,0
L:15
0,0,0,0,20,20,0,0,0,0
0,35;14,35;14,35;14,35;15,35;15,0,35,35,0
0,35;14,35;14,35;14,35;8,35;8,35;14,35;14,35;14,0
L:16
0,0,0,0,20,20,0,0,0,0
0,35;14,35;14,35;14,35;1,35;1,0,0,35,0
0,35;14,35;14,35;14,35;8,35;8,0,0,35;14,0
L:17
0,0,0,0,20,20,0,0,0,0
0,35;14,35;14,0,35;1,35;1,0,0,0,0
0,35;14,35;14,0,0,0,0,0,0,0
L:18
0,0,0,0,20,20,0,0,0,0
0,35;14,0,0,35;1,35;1,0,0,0,0
0,35;14,0,0,0,0,0,0,0,0
L:19
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:20
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:21
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:22
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:23
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:24
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:25
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:26
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:27
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:28
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:29
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:30
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:31
0,0,0,0,20,20,0,0,0,0
0,0,0,0,35;1,35;1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:32
0,0,0,0,35;14,35;14,0,0,0,0
0,0,0,0,35;14,35;14,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:33
0,0,0,0,35;14,35;14,35;14,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:34
0,0,0,35;14,35;14,35;14,35;8,35;8,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:35
0,0,0,35;14,35;14,35;14,35;14,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:36
0,0,0,0,35;14,35;14,35;8,35;8,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:37
0,0,0,0,0,35;14,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:38
0,0,0,0,35;14,35;8,35;8,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:39
0,0,0,0,35;14,35;14,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:40
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:41
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
