L:1
0,0,0,20,20,20,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
L:13
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,20,20,20,0,0,0
0,0,20,20,9,20,20,0,0
0,20,20,9,9,9,20,20,0
0,20,9,9,9,9,9,20,0
0,20,20,9,9,9,20,20,0
0,0,20,20,9,20,20,0,0
0,0,0,20,20,20,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
L:14
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,20,20,20,20,20,0,0
0,0,20,9,9,9,20,0,0
0,0,20,9,9,9,20,0,0
0,0,20,9,9,9,20,0,0
0,0,20,20,20,20,20,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
L:15
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,20,20,20,0,0,0
0,0,20,20,20,20,20,0,0
0,0,20,20,9,20,20,0,0
0,0,20,20,20,20,20,0,0
0,0,0,20,20,20,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
L:16
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,20,0,0,0,0
0,0,0,20,9,20,0,0,0
0,0,20,9,9,9,20,0,0
0,0,0,20,9,20,0,0,0
0,0,0,0,20,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
L:17
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,20,0,0,0,0
0,0,0,20,98,20,0,0,0
0,0,20,98,98,98,20,0,0
0,0,0,20,98,20,0,0,0
0,0,0,0,20,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
L:18
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,98,0,0,0,0
0,0,0,98,98,98,0,0,0
0,0,0,0,98,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
L:19
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
