L:0
0,43,0,43,43,43,0,0,0,0,0,43,0
0,43,0,0,0,0,0,0,0,0,0,64;2,0
0,43,0,43,43,43,0,0,0,0,0,43,0
0,43,0,0,54;4,43,0,0,0,0,0,43,31;2
0,43,0,0,0,43,0,0,0,0,0,43,0
0,43,50;5,0,54;4,43,0,0,0,0,50;5,43,0
0,43,1,43,43,43,43,43,43,43,43,43,0
L:5
0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,43,43,43,43,43,43,43,43,43,43,0
0,43,0,0,0,43,0,0,0,0,0,43,0
0,43,0,0,50;2,43,0,0,0,0,0,43,0
0,43,0,0,0,43,0,0,0,0,0,43,0
0,43,0,43,43,43,68;5,0,0,0,0,43,0
0,43,0,0,0,0,0,0,0,0,0,64;8,0
0,43,0,43,43,43,68;5,0,0,0,0,43,0
0,43,0,0,0,43,0,0,0,0,0,43,0
0,43,0,0,50;2,43,0,0,0,0,0,43,0
0,43,0,0,0,43,0,0,0,0,0,43,0
0,43,43,43,43,43,43,43,43,43,43,43,0
L:6
0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,35,35,35,35,35,35,35,35,35,43,0
0,35,0,0,0,0,0,0,0,0,0,35,0
0,35,0,0,0,0,0,0,0,0,0,35,0
0,35,0,0,0,0,0,0,0,0,0,35,0
0,35,0,0,0,0,0,0,0,0,0,35,0
0,35,0,0,0,0,0,0,0,0,0,35,68;5
0,35,0,0,0,0,0,0,0,0,0,35,0
0,35,0,0,0,0,0,0,0,0,0,35,0
0,35,0,0,0,0,0,0,0,0,0,35,0
0,35,0,0,0,0,0,0,0,0,0,35,0
0;2,43,35,35,35,35,35,35,35,35,35,43,0
L:7
0,0,50;4,0,0,50;4,0,50;4,0,0,50;4,0,0
0,43,35,35,35,35,43,35,35,35,35,43,0
50;2,35,0,0,0,0,0,0,0,0,0,35,50;1
0,35,0,0,0,0,0,0,0,0,0,35,0
0,35,0,0,0,0,0,0,0,0,0,35,0
50;2,35,0,0,0,0,0,0,0,0,0,35,50;1
0,43,0,0,0,0,0,0,0,0,0,43,0
50;2,35,0,0,0,0,0,0,0,0,0,35,50;1
0,35,0,0,0,0,0,0,0,0,0,35,0
0,35,0,0,0,0,0,0,0,0,0,35,0
50;2,35,0,0,0,0,0,0,0,0,0,35,50;1
0,43,35,35,35,35,43,35,35,35,35,43,0
L:8
0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,43,35,35,43,43,43,35,35,43,43,0
0,43,0,0,0,0,50;3,0,0,0,0,43,0
0,35,0,0,0,0,0,0,0,0,0,35,0
0,35,0,0,0,0,0,0,0,0,0,35,0
0,43,0,0,0,0,0,0,0,0,0,43,0
0,43,50;1,0,0,0,0,0,0,0,50;2,43,0
0,43,0,0,0,0,0,0,0,0,0,43,0
0,35,0,0,0,0,0,0,0,0,0,35,0
0,35,0,0,0,0,0,0,0,0,0,35,0
0,43,0,0,0,0,50;4,0,0,0,0,43,0
0,43,43,35,35,43,43,43,35,35,43,43,0
L:9
0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,43,43,43,43,43,43,43,43,43,43,0
0,43,0,0,0,0,0,0,0,0,0,43,0
0,43,0,0,0,0,0,0,0,0,0,43,0
0,43,0,0,0,0,0,0,0,0,0,43,0
0,43,0,0,0,0,0,0,0,0,0,43,0
0,43,0,0,0,0,0,0,0,0,0,43,0
0,43,0,0,0,0,0,0,0,0,0,43,0
0,43,0,0,0,0,0,0,0,0,0,43,0
0,43,0,0,0,0,0,0,0,0,0,43,0
0,43,0,0,0,0,0,0,0,0,0,43,0
0,43,43,43,43,43,43,43,43,43,43,43,0
L:10
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,44,44,44,44,44,44,44,44,44,0,0
0,0,44,0,0,0,0,0,0,0,44,0,0
0,0,44,0,0,0,0,0,0,0,44,0,0
0,0,44,0,0,0,0,0,0,0,44,0,0
0,0,44,0,0,0,0,0,0,0,44,0,0
0,0,44,0,0,0,0,0,0,0,44,0,0
0,0,44,0,0,0,0,0,0,0,44,0,0
0,0,44,0,0,0,0,0,0,0,44,0,0
0,0,44,44,44,44,44,44,44,44,44,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
L:11
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
