L:1
0,17,5,5,5,5,5,5,5,5,17,0,0
0,5,0,0,0,0,0,50;3,0,0,5,50;1,0
0,5,50;1,0,0,0,0,50;4,0,0,5,50;1,0
0,5,0,0,0,0,50;2,5,5,5,17,0,0
0,5,0,0,0,0,0,5,0,50;3,0,0,0
0,5,0,0,0,0,0,5,50;1,0,0,0,0
0,5,0,0,0,0,50;2,5,0,0,0,0,0
0,5,50;1,0,0,0,0,5,50;1,0,0,0,0
0,5,0,0,50;4,0,0,5,0,0,0,0,0
0,17,5,5,5,5,5,17,0,0,0,0,0
0,0,50;3,0,0,0,50;3,0,0,0,0,0,0
L:5
0,53;2,53;2,53;2,53;2,53;2,53;2,53;2,53;2,53;2,53;2,0,0
0,5,5,5,5,5,5,5,5,5,5,53;1,0
0,5,0,0,0,0,0,0,0,0,5,53;1,0
0,5,0,0,0,0,0,0,0,0,5,53;1,0
0,5,0,0,0,0,0,5,5,5,5,53;1,0
0,5,0,0,0,0,0,5,5,53;3,53;3,0,0
0,5,0,0,0,0,0,5,53;1,0,0,0,0
0,5,0,0,0,0,0,5,53;1,0,0,0,0
0,5,0,0,0,0,0,5,53;1,0,0,0,0
0,5,0,0,0,0,0,5,53;1,0,0,0,0
0,5,5,5,5,5,5,5,53;1,0,0,0,0
0,53;3,53;3,53;3,53;3,53;3,53;3,53;3,0,0,0,0,0
L:6
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,53;2,53;2,53;2,53;2,53;2,53;2,53;2,53;2,0,0,0
0,53,5,5,5,5,5,5,5,5,53;1,0,0
0,53,5,0,0,0,5,5,5,5,53;1,0,0
0,53,5,0,0,0,5,5,53;3,53;3,0,0,0
0,53,5,0,0,0,5,53;1,0,0,0,0,0
0,53,5,0,0,0,5,53;1,0,0,0,0,0
0,53,5,0,0,0,5,53;1,0,0,0,0,0
0,53,5,0,0,0,5,53;1,0,0,0,0,0
0,53,5,5,5,5,5,53;1,0,0,0,0,0
0,0,53;3,53;3,53;3,53;3,53;3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
L:7
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,53;2,53;2,53;2,0,0,0,0,0,0,0
0,0,53,5,5,5,53;1,0,0,0,0,0,0
0,0,53,5,20,5,53;1,0,0,0,0,0,0
0,0,53,5,20,5,53;1,0,0,0,0,0,0
0,0,53,5,20,5,53;1,0,0,0,0,0,0
0,0,53,5,20,5,53;1,0,0,0,0,0,0
0,0,53,5,5,5,53;1,0,0,0,0,0,0
0,0,0,53;3,53;3,53;3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
L:8
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,50;5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,50;5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
L:9
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
